tethered	deleted
47.54	50.823
24.867	38.601
4.6684	9.2671
15.656	15.421
12.808	12.991
29.651	18.884
36.31	7.0678
41.297	17.637
51.681	58.034
25.348	38.33
39.836	17.46
28.563	27.383
29.112	19.628
32.324	33.451
25.878	9.6652
29.419	20.041
10.367	52.262
25.917	56.465
50.378	42.132
25.924	23.378
33.13	10.835
17.837	19.986
30.926	27.281
40.98	4.2642
22.927	12.651
28.153	18.64
10.506	13.655
9.2005	5.1177
28.759	33.796
14.395	60.373
31.383	49.4
34.844	45.314
8.5483	13.542
27.474	32.201
18.454	19.35
12.306	28.894
24.613	15.129
28.154	22.59
41.367	34.539
29.992	19.986
8.7392	20.596
8.0148	29.779
2.3587	30.439
37.069	16.809
10.358	25.295
26.726	33.006
10.564	6.3179
6.4902	37.017
13.388	42.467
17.365	12.632
3.0153	14.96
20.582	28.067
19.323	2.4905
32.154	37.109
34.816	41.482
35.491	28.349
39.451	8.5384
15.036	14.086
16.19	10.754
39.254	9.5105
64.954	13.636
14.707	56.441
13.336	49.642
28.74	36.281
21.037	12.03
44.189	17.393
12.364	16.852
5.0142	21.082
10.744	35.343
11.614	36.075
27.74	16.592
34.762	38.146
28.471	2.7502
29.324	12.984
4.9741	13.054
20.168	29.835
19.399	12.592
29.799	5.2338
33.916	15.262
14.545	20.325
26.596	26.331
23.781	5.821
7.362	18.896
44.736	12.35
25.219	18.105
26.115	36.114
6.158	52.444
23.71	66.738
13.818	42.704
16.314	48.621
21.184	41.2
11.872	67.206
39.062	38.393
28.447	20.656
17.013	20.981
6.8248	19.767
0.61585	63.579
26.128	43.329
28.033	49.598
37.543	32.7
47.263	27.165
27.751	29.626
27.447	18.069
65.557	7.6719
39.114	27.181
13.519	44.998
36.242	13.6
31.025	16.45
23.63	24.058
30.623	30.502
18.311	25.023
3.2291	15.2
20.758	12.889
23.589	11.756
14.481	12.313
26.295	14.245
23.311	10.164
21.798	1.2603
17.147	22.244
3.6792	25.301
32.122	42.245
13.089	35.216
27.26	58
43.036	55.121
20.883	30.209
20.974	43.42
10.438	48.811
26.778	60.807
22.944	23.838
2.3995	29.952
51.579	27.654
27.574	17.41
26.273	28.38
37.865	13.1
21.448	40.949
35.708	30.011
26.366	7.7597
15.121	40.053
35.415	8.6244
37.616	10.306
30.241	21.644
16.017	11.156
13.482	5.2216
2.5471	16.752
26.704	46.241
22.667	52.38
28.372	31.622
19.085	4.8499
12.412	34.142
3.6296	12.924
27.478	12.141
48.146	25.09
23.54	20.446
21.645	15.369
13.76	11.441
13.078	48.57
27.348	32.381
18.874	12.626
53.493	11.007
28.737	38.949
41.08	45.977
52.452	67.536
23.511	59.439
31.783	52.141
27.057	46.74
41.725	36.253
52.337	54.626
40.762	45.872
17.389	14.759
39.454	41.548
28.025	42.441
35.805	4.4782
31.892	24.12
41.212	8.0956
9.9427	28.047
24.433	53.65
18.842	25.786
19.706	24.919
22.801	23.918
32.714	58.343
8.1849	31.426
13.276	53.693
2.0171	17.139
32.78	16.814
46.741	35.195
10.533	50.952
13.297	48.502
12.445	58.516
20.171	27.623
24.011	19.572
16.638	17.008
7.7757	19.878
19.779	38.28
44.979	31.604
25.201	25.464
32.188	39.971
33.886	22.741
15.774	24.768
7.6344	15.15
31.571	22.38
21.368	3.3765
24.29	17.336
37.794	33.788
20.073	22.521
25.387	48.933
43.173	31.174
31.159	27.458
16.83	25.11
8.8519	16.086
7.9019	30.586
14.187	24.183
26.844	29.239
42.296	28.282
28.602	21.443
30.51	43.052
10.342	41.359
30.894	55.414
34.45	26.518
21.339	9.5678
27.211	20.107
7.3774	42.62
15.829	23.62
23.748	42.899
15.138	30.753
35.4	52.189
35.358	29.552
27.919	32.786
41.664	34.228
42.195	15.036
19.609	10.79
6.7194	14.032
22.974	20.452
14.948	32.461
30.135	24.544
24.697	16.446
40.368	10.598
31.355	9.9173
11.601	22.094
24.149	14.677
14.824	28.313
31.242	45.846
19.317	22.779
46.565	31.562
26.559	11.598
10.088	15.487
29.246	18.087
26.005	33.595
27.566	9.3178
37.145	15.818
31.57	21.953
16.132	0.3985
33.335	13.895
40.176	46.688
21.401	21.204
14.951	12.202
6.8444	24.826
36.305	37.741
59.608	7.4307
40.128	38.752
21.403	19.271
5.3753	16.314
28.493	13.907
49.192	7.6647
11.508	12.802
20.518	34.751
29.522	23.788
30.789	15.103
38.349	33.366
24.191	40.904
45.412	10.199
53.398	19.217
4.4128	26.718
39.362	17.555
14.246	18.077
13.485	25.181
34.883	19.161
39.768	48.129
57.252	28.941
26.433	48.905
15.582	45.18
20.245	54.972
20.539	50.169
41.475	57.992
51.377	43.912
12.222	10.035
15.129	21.732
11.876	45.64
14.918	42.119
34.156	34.554
35.157	10.134
34.329	50.591
31.797	15.339
8.6517	32.529
21.561	16.095
15.174	9.8897
15.286	33.859
24.117	5.7301
4.7804	12.696
29.004	6.4397
23.579	6.5733
12.179	9.8131
29.481	27.312
35.759	16.318
61.888	33.683
58.314	16.893
28.389	3.2828
24.169	11.93
34.83	34.319
29.987	22.192
37.332	54.06
17.007	63.759
21.08	24.447
13.517	25.683
32.903	32.186
52.703	22.114
24.302	47.836
26.643	38.035
30.757	33.313
25.181	11.159
7.1811	24.538
24.33	43.309
16.856	38.89
11.3	23.591
26.216	29.916
39.151	52.755
20.371	25.796
17.92	39.596
28.707	31.881
21.239	20.29
33.227	28.531
27.346	41.44
14.414	24.313
43.337	47.412
36.835	48.343
18.818	17.227
28.888	5.0232
29.31	18.322
9.1328	26.434
16.978	40.589
28.913	15.955
30.052	11.432
22.713	26.612
43.978	35.794
10.211	27.652
23.976	42.459
34.937	17.391
40.077	45.187
31.773	15.946
8.8812	62.095
40.01	16.876
16.785	28.368
16.22	33.461
28.463	11.228
15.151	21.63
23.341	34.444
9.394	18.65
14.946	38.584
7.5976	32.648
9.2225	67.318
20.834	45.723
44.307	49.308
34.9	71.655
33.733	99.519
41.108	62.482
10.076	44.952
24.726	33.778
24.922	29.757
17.258	17.276
7.3032	4.2364
14.917	16.295
25.008	25.065
43.213	48.64
50.823	28.994
59.069	29.946
36.331	52.602
44.314	30.699
14.899	33.659
21.126	39.08
34.043	14.187
55.804	43.818
35.001	48.202
19.687	62.263
24.365	32.251
18.506	3.2487
13.725	27.515
40.899	50.23
14.577	53.287
9.1926	35.544
4.189	40.392
23.191	23.328
12.384	30.845
31.942	32
6.1014	50.419
9.9087	24.562
10.902	23.14
18.636	23.578
27.692	26.89
31.305	23.357
33.686	24.015
42.495	16.824
43.374	26.233
21.936	9.7488
25.427	23.208
28.138	9.5291
6.4403	39.249
12.852	32.759
28.674	28.961
14.871	57.616
36.474	29.19
3.8108	30.853
50.262	35.732
24.28	13.201
15.534	36.995
35.466	22.331
25.901	20.021
40.288	25.091
41.183	13.137
33.271	29.88
18.153	28.014
4.0608	17.888
15.666	6.4737
22.477	24.505
34.106	18.155
17.345	25.261
19.26	13.665
32.568	14.1
40.799	23.422
17.92	10.431
5.5106	17.11
36.351	11.482
18.079	4.525
41.779	43.529
22.744	53.841
24.681	63.424
29.027	30.95
42.127	34.9
28.984	32.439
20.411	17.309
41.082	6.8255
46.908	16.887
23.158	29.865
25.985	20.125
30.949	32.52
31.748	23.041
20.212	45.056
24.123	36.978
36.447	63.965
14.51	57.699
18.201	62.952
35.184	9.2525
26.593	6.7553
35.308	21.517
15.961	27.153
29.79	9.6608
34.024	36.732
20.123	40.628
20.897	41.46
3.9638	28.44
29.888	6.9246
25.682	22.875
29.158	16.988
13.236	24.726
34.822	6.278
33.696	14.671
22.778	28.371
25.376	40.741
9.561	11.677
22.245	44.225
16.095	36.668
55.61	13.238
8.2851	31.676
37.731	22.515
3.8833	16.709
16.282	32.725
21.033	16.159
9.7798	40.047
26.904	33.063
23.713	28.936
16.479	24.071
43.11	63.857
18.902	30.732
12.496	19.225
26.95	20.621
13.955	13.169
13.172	34.297
11.153	18.444
13.639	42.916
18.414	25.768
6.6157	28.772
22.074	14.196
2.0356	31.545
45.251	43.359
14.418	26.154
29.998	61.81
52.005	72.897
45.616	39.086
20.999	35.501
13.796	18.892
17.604	42.316
19.105	19.104
18.745	26.625
7.2322	29.791
37.42	37.199
23.346	19.735
18.316	7.6307
40.486	26.356
55.513	31.679
61.062	32.907
34.208	8.3485
21.632	19.941
33.297	49.696
35.577	5.1114
29.217	39.276
12.17	23.691
36.87	12.73
30.438	35.091
14.012	41.084
22.014	17.564
26.231	35.157
43.428	44.464
20.887	45.27
44.179	21.549
26.429	33.585
9.2666	32.634
21.977	27.662
16.919	15.884
21.539	2.0863
10.002	26.173
31.88	24.629
23.327	22.517
7.7019	49.46
25.568	15.975
7.0214	22.92
28.065	5.3955
15.076	28.515
20.709	33.628
11.31	32.07
31.975	22.198
46.156	31.108
57.743	26.825
14.5	21.065
10.638	50.097
25.545	12.589
39.091	15.838
24.064	23.243
33.787	12.428
41.674	16.412
19.971	12.746
13.399	15.789
16.585	11.719
21.344	42.608
29.881	39.365
7.2395	29.006
18.272	5.9219
20.706	26.592
3.6424	20.494
5.895	31.338
13.723	55.09
44.239	71.237
41.024	69.557
17.646	43.58
15.778	13.566
10.977	28.683
33.154	23.599
33.282	31.521
25.135	26.715
38.218	28.12
56.251	17.767
5.0524	38.905
49.931	41.582
27.764	19.779
1.6119	21.57
7.4591	42.204
30.628	36.292
24.001	25.628
22.567	48.983
12.036	43.984
33.468	45.059
38.842	17.107
21.566	19.502
18.842	42.836
28.106	13.647
6.7041	20.686
29.822	31.17
18.806	43.497
17.855	42.782
3.4224	18.412
36.113	48.171
21.199	39.21
17.017	18.148
20.127	20.665
18.072	21.159
23.29	26.432
63.559	22.793
39.576	23.844
40.631	33.155
45.962	29.203
24.47	36.207
17.017	29.505
6.3423	54.692
42.645	37.136
23.765	29.31
14.705	34.755
36.334	37.516
58.467	22.923
28.534	28.131
16.813	18.185
28.629	34.638
36.109	44.527
30.728	17.511
51.577	5.9703
26.669	14.734
5.3451	22.443
49.22	31.141
46.145	12.756
83.276	27.833
26.956	49.295
22.611	55.35
19.172	16.042
5.0212	46.509
54.267	19.54
28.591	28.277
64.571	20.032
35.483	55.589
47.688	36.848
16.756	21.174
42.801	37.312
30.143	12.841
27.378	26.16
13.077	12.645
12.835	15.53
24.412	9.7355
57.454	20.222
47.554	21.141
17.743	9.5004
20.429	31.221
21.872	20.161
8.6273	10.203
19.066	30.639
13.187	43.969
3.0324	20.777
48.371	27.898
29.695	15.704
15.68	5.8083
37.72	26.389
10.693	7.8803
10.418	13.804
16.194	13.974
17.029	29.137
12.223	25.274
7.2005	23.245
23.938	39.053
19.104	10.676
16.99	18.507
17.909	23.392
15.641	32.622
27.332	18.265
29.475	21.268
25.895	25.565
28.785	20.151
20.642	10.367
33.618	12.138
35.018	8.832
16.975	22.815
20.92	37.297
9.5368	44.123
23.354	40.642
18.845	45.46
17.131	26.987
12.18	18.938
21.62	35.392
23.227	15.885
41.369	32.553
64.733	44.629
36.936	48.035
33.337	28.415
17.911	57.535
22.672	56.429
24.65	59.33
24.525	49.224
27.237	20.068
36.128	62.81
13.512	45.437
10.092	29.593
39.07	9.593
18.13	33.455
34.387	46.618
33.771	21.015
37.083	9.6407
16.516	33.21
36.514	15.376
28.95	22.898
6.2696	29.367
16.699	25.994
14.583	19.537
5.4708	18.007
25.388	27.047
75.67	28.045
27.188	20.403
29.407	20.072
35.756	30.512
27.061	21.635
13.33	23.522
29.098	22.059
10.884	13.5
10.374	33.862
30.996	30.813
19.037	15.612
21.617	11.451
5.1484	17.261
28.941	22.297
14.641	23.824
19.695	21.853
21.43	26.285
26.122	36.114
17.569	8.1926
5.3114	10.789
29.435	32.202
20.597	19.963
15.498	40.699
3.2559	11.901
43.239	32.33
23.952	33.326
14.109	18.335
21.072	18.788
29.621	40.414
22.132	20.191
31.226	15.459
30.631	11.43
19.751	12.789
31.667	5.2514
37.355	11.206
26.256	28.566
19.528	8.5875
17.238	32.023
21.885	24.633
17.677	14.639
12.095	29.443
22.332	26.984
20.257	4.3107
25.149	14.86
17.054	33.91
30.438	16.291
6.2764	11.288
22.853	17.935
13.446	15.528
32.403	30.036
11.267	28.731
23.451	32.681
7.334	40.039
8.6697	17.737
10.806	20.928
37.871	48.103
26.184	31.849
10.153	14.319
28.448	30.126
48.754	48.279
36.474	48.836
67.214	17.104
62.509	36.81
32.2	18.967
24.459	27.878
28.899	48.03
12.795	32.261
10.565	52.316
8.8362	47.761
2.4458	42.198
34.467	32.901
18.591	35.963
40.524	7.8952
3.6874	9.8704
4.0428	29.863
8.5267	5.4899
41.914	37.29
15.077	16.486
2.8118	41.234
31.961	29.44
39.125	40.219
13.087	19.382
11.796	20.421
16.841	43.323
23.93	9.9186
27.662	41.242
18.693	25.946
33.619	20.426
6.7343	26.281
18.013	16.463
41.997	29.867
41.392	33.815
25.676	26.33
7.5779	42.084
28.86	24.226
14.163	30.848
28.693	51.933
11.068	13.714
27.253	24.002
29.531	25.621
39.333	19.549
35.515	24.854
22.636	35.549
11.421	39.133
14.039	23.275
40.868	32.349
28.819	18.577
28.36	20.296
7.2653	24.185
4.5001	29.423
9.3695	25.863
23.252	6.8066
46.599	11.442
56.111	14.573
51.807	31.337
49.269	20.648
74.203	57.51
68.383	44.276
80.532	15.215
80.353	29.584
43.118	25.676
49.999	48.582
33.219	40.603
51.257	41.61
29.582	13.912
79.619	12.373
79.86	27.16
79.037	14.348
82.419	23.843
100.38	26.384
106.04	19.695
60.178	26.882
49.909	36.709
20.326	21.502
20.14	24.782
17.435	18.46
55.33	6.4207
56.372	23.834
56.125	46.753
39.977	31.467
23.688	37.598
21.273	36.704
41.405	19.218
49.399	23.702
67.812	41.237
63.436	24.975
105.18	6.8075
110.07	23.921
85.183	10.749
89.562	38.999
68.096	26.125
19.663	54.88
31.381	53.22
16.646	51.268
24.328	40.166
28.117	29.851
37.937	36.419
39.109	30.44
14.987	25.092
11.765	13.255
32.732	34.598
10.629	23.026
13.795	20.491
15.509	7.8765
20.567	11.372
11.042	25.254
11.798	34.143
1.8817	47.567
17.582	41.738
30.453	61.645
17.1	33.504
13.662	18.347
19.874	34.051
41.511	18.433
23.068	31.426
25.242	47.747
11.443	36.956
18.499	16.1
5.8624	37.052
28.084	38.753
6.6947	24.576
16.877	37.799
18.539	33.942
36.286	57.234
25.73	71.23
19.235	59.011
23.774	71.834
36.026	41.72
29.609	41.881
23.67	21.574
13.486	31.656
31.995	20.786
30.535	8.5819
23.391	30.094
17.12	14.461
2.8995	20.403
23.691	10.562
21.475	23.004
17.252	24.462
12.617	39.321
7.366	17.316
18.366	23.608
32.503	23.935
5.9693	4.9037
19.261	15.95
26.562	15.007
39.78	18.376
75.673	21.356
39.24	22.93
43.375	32.751
57.848	20.821
22.728	24.112
8.0627	20.7
32.832	15.731
13.241	18.577
42.427	8.6196
30.936	29.775
26.028	46.889
26.192	21.263
20.599	21.831
33.38	56.904
23.77	51.704
41.868	27.744
26.067	18.777
1.6734	11.598
7.98	28.67
14.887	18.15
36.327	45.297
29.333	19.584
1.0719	48.038
39.887	68.249
16.942	65.828
21.071	21.36
26.814	13.532
33.601	19.174
6.8177	21.551
26.172	25.137
35.736	30.756
19.214	21.244
37.194	7.9027
9.4671	40.215
32.776	26.519
23.224	8.1487
33.788	5.1859
32.014	33.231
18.009	18.352
12.055	9.4206
18.71	11.461
16.249	12.887
18.725	61.31
26.02	41.354
21.153	27.118
25.996	12.331
10.38	21.318
49.398	44.942
28.626	22.777
26.816	31.969
24.441	25.247
23.859	32.938
40.582	27.387
15.17	20.786
60.3	36.98
21.341	23.086
7.1344	31.048
8.1861	2.0824
20.826	40.4
32.593	6.8418
33.972	25.612
42.992	20.23
11.343	6.2123
5.8024	4.0352
11.789	8.4542
9.5255	25.428
5.8309	34.601
14.277	24.203
16.454	21.453
17.72	17.151
25.377	15.892
29.083	15.978
16.625	37.311
28.908	7.5893
33.524	21.257
27.455	29.208
2.0676	43.447
34.359	21.801
23.988	52.971
3.6439	55.183
28.007	59.413
8.8804	21.33
40.484	2.5821
21.897	29.77
32.726	33.927
10.831	20.94
19.245	48.877
20.49	65.173
16.438	53.497
29.617	33.921
44.979	20.531
6.5992	4.346
13.793	24.601
35.786	4.0632
37.152	9.2253
16.349	14.986
29.592	21.784
0.96796	46.15
26.92	33.736
58.047	11.281
21.771	8.0443
16.454	11.287
30.962	33.181
32.455	11.985
18.199	22.293
39.548	25.866
21.711	20.829
40.588	25.747
5.8413	18.969
14.338	35.943
12.549	32.356
15.318	42.889
48.417	28.491
27.608	31.402
27.202	36.674
27.309	30.734
4.0228	25
11.158	30.325
17.477	14.098
18.912	16.721
33.719	34.381
23.333	23.764
31.953	58.624
29.962	22.466
15.957	9.3268
27.249	19.812
47.274	41.37
18.973	28.684
43.798	19.091
34.844	32.426
20.457	49.68
9.0919	88.215
8.4816	100.49
27.351	113.12
24.924	103.97
51.8	57.224
26.631	68.367
16.108	43.718
42.952	12.158
27.441	55.116
16.942	57.876
14.735	74.187
12.255	67.36
3.1092	77.784
17.62	57.333
11.609	46.45
31.863	57.673
12.523	82.754
7.6506	97.146
22.954	66.727
10.568	81.717
9.4658	102.71
26.499	33.489
15.621	27.904
18.305	19.545
42.559	11.028
18.602	38.344
5.9397	5.5916
18.652	10.056
27.758	25.76
39.949	24.795
41.859	44.829
10.256	28.179
7.4277	51.958
25.492	49.859
15.206	39.608
35.473	45.994
11.286	16.387
20.236	34.333
31.187	15.344
20.393	29.551
15.704	22.319
38.83	11.115
42.543	23.987
7.5676	45.657
23.834	10.236
12.002	30.607
30.293	3.6174
35.778	34.504
47.028	26.408
30.185	27.907
11.083	18.316
30.939	31.848
15.092	14.809
17.333	34.456
41.218	21.277
28.186	54.843
26.401	51.879
27.49	7.821
22.902	73.314
27.784	79.836
18.497	77.621
41.943	96.467
12.672	77.335
10.399	57.313
12.41	10.106
14.164	46.642
5.047	9.8205
6.8285	47.102
16.38	23.094
15.756	47.977
22.927	45.424
38.631	51.262
20.661	52.077
25.471	21.238
4.5282	16.783
13.962	20.661
8.434	6.7878
17.913	25.992
21.684	16.374
15.86	51.386
48.674	19.916
28.861	21.372
7.0109	9.1146
31.529	11.648
20.117	9.8284
28.313	37.492
38.61	16.462
12.716	61.311
10.675	26.452
21.48	23.498
24.3	18.029
22.626	7.4416
16.869	34.729
40.251	30.467
20.176	10.691
20.426	23.453
4.381	25.205
21.645	14.442
18.163	13.108
15.999	19.554
7.3288	26.067
12.367	20.247
22.188	19.116
39.046	16.066
5.6049	23.341
18.006	9.2065
31.956	30.128
26.484	41.801
34.643	16.431
23.866	22.811
27.244	39.472
9.8014	41.834
11.757	22.203
7.6908	29.392
23.111	29.466
21.783	13.831
15.58	26.907
43.06	20.653
32.012	2.3283
9.0219	21.804
44.337	29.119
18.739	32.773
20.407	52.259
32.862	25.758
38.585	3.0839
38.473	23.858
19.358	12.674
22.679	39.236
42.578	14.855
21.947	23.429
17.603	26.812
29.044	11.43
50.856	14.879
34.635	4.3372
26.55	14.161
47.894	25.283
23.391	8.1553
19.4	2.9622
16.965	26.344
25.2	17.347
9.5591	15.356
11.171	16.534
8.2113	19.082
25.152	21.64
29.568	23.147
20.27	39.548
22.621	23.905
22.623	46.563
8.8024	78.388
16.073	125.19
28.44	114.71
41.351	79.709
23.717	101.34
9.6552	77.029
18.176	75.322
25.57	30.506
35.72	65.464
29.182	56.429
10.054	63.647
10.39	23.697
25.548	54.836
45.466	68.373
37.16	71.772
28.336	63.133
44.929	17.541
8.0928	34.16
7.9012	8.7515
14.296	35.063
21.058	49.219
49.69	44.599
39.767	12.49
62.651	30.413
46.259	9.2596
32.637	44.211
16.024	44.578
34.325	21.65
2.6703	22.667
29.413	22.601
40.861	26.58
5.0672	23.993
14.721	36.365
26.162	10.734
45.147	40.61
50.646	42.027
39.241	21.429
25.461	32.497
17.36	27.559
15.728	18.6
7.5925	17.44
48.432	45.702
37.385	15.807
23.707	12.445
32.882	15.682
21.059	19.038
6.9882	19.823
18.122	7.3408
39.452	22.818
51.496	17.158
29.652	41.668
34.717	22.525
32.961	15.247
22.436	12.046
13.447	16.163
27.126	1.7949
31.691	38.529
25.198	12.911
7.9025	19.096
12.63	7.5646
9.7662	27.2
10.058	40.594
32.27	8.6086
71.291	35.16
93.005	30.583
119.4	50.003
126.25	27.842
120.62	47.619
137.49	30.305
112.22	46.596
88.054	46.739
99.182	53.023
78.083	41.202
100.93	56.033
76.621	26.555
65.336	33.01
67.299	4.5053
26.01	29.42
32.013	39.478
38.998	20.775
6.2405	40.298
22.828	38.686
11.29	40.405
33.626	31.41
30.993	45.015
9.9503	36.013
23.3	27.364
8.1903	24.537
18.673	10.341
27.442	12.829
30.917	41.927
39.532	27.418
38.119	19.608
32.728	17.066
10.97	11.665
29.01	37.371
28.346	44.083
35.035	22.309
17.696	15.248
27.008	24.305
17.354	22.555
25.449	31.413
3.8414	39.374
25.01	45.639
7.6684	53.37
11.564	39.296
22.161	45.208
26.055	30.508
20.428	21.469
21.7	27.654
30.827	12.538
33.958	50.013
25.481	4.805
22.9	26.986
12.77	29.347
16.111	11.9
24.237	23.374
12.323	29.543
22.543	31.433
13.472	16.777
22.476	36.302
10.889	17.119
42.022	37.325
17.009	33.269
34.857	23.395
31.232	16.818
7.8931	23.126
21.14	62.861
34.636	58.879
8.2256	36.356
26.062	19.077
6.1233	22.146
25.818	42.453
24.019	48.145
43.529	10.098
31.543	13.749
47.499	13.917
30.413	26.761
10.578	23.651
15.91	66.267
31.105	34.386
41.933	31.907
32.423	34.474
34.197	58.799
13.85	33.247
25.179	49.76
41.332	55.775
38.572	30.744
9.3756	10.788
11.823	53.615
18.173	9.1342
26.07	30.005
34.927	53.641
29.07	20.209
39.428	48.127
19.553	33.458
35.906	33.128
22.38	12.047
37.546	1.5017
12.278	21.467
24.96	31.798
7.7043	45.8
9.6063	10.188
28.719	45.102
7.4616	8.0113
27.994	18.999
43.744	27.21
48.957	11.09
46.946	26.582
5.432	20.382
11.509	24.999
10.371	4.8435
31.829	24.383
26.076	7.9015
21.208	22.865
14.374	25.373
24.704	9.0747
45.407	35.892
47.651	30.81
32.757	15.235
21.126	5.8948
41.352	16.64
20.154	29.989
22.366	25.093
48.476	23.206
5.3742	12.894
26.733	45.537
32.522	19.939
15.424	49.59
8.8447	53.733
12.039	20.565
39.379	24.221
33.606	16.399
32	14.33
25.337	7.6761
1.5599	32.26
16.76	26.729
39.149	33.784
43.376	37.982
19.153	28.128
34.438	6.1492
19.869	11.956
42.111	27.223
31.174	31.113
21.075	19.505
16.438	36.616
22.867	17.119
21.777	10.946
20.079	10.482
16.423	19.666
33.343	13.217
13.504	37.412
27.687	38.994
21.041	5.4926
19.144	49.241
7.8676	50.27
24.927	25.317
12.177	53.779
43.403	49.589
39.005	59.047
15.263	54.63
20.331	50.908
31.51	14.539
26.46	16.615
19.77	9.3048
25.838	15.177
7.1182	9.6747
31.993	38.5
25.342	48.446
29.515	46.636
23.235	32.39
19.094	6.3142
48.039	7.887
28.24	18.308
23.583	6.3104
9.9296	30.126
13.34	36.13
56.893	6.0269
18.621	30.585
5.6705	16.664
26.114	9.5657
13.81	22.387
35.825	39.12
16.297	16.189
17.067	13.138
46.597	8.4565
21.147	28.62
19.449	30.225
45.432	48.737
27.847	43.659
24.439	30.521
27.957	19.152
2.6796	29.177
23.61	53.398
35.409	38.056
53.777	31.904
32.137	19.163
19.927	40.692
23.526	53.471
26.413	52.279
29.065	46.772
6.8529	6.9362
52.088	21.939
23.87	8.7699
15.199	16.174
14.351	29.231
2.2751	36.812
25.62	26.955
31.307	5.1096
18.792	36.99
29.615	17.287
23.448	28.289
24.719	13.403
31.128	42.676
10.061	20.597
10.275	30.741
4.2151	37.94
11.171	18.799
20.802	22.181
18.098	40.208
16.168	20.272
19.914	11.586
27.49	21.169
30.524	30.136
9.4747	36.19
35.436	23.282
8.8435	54.78
28.56	27.448
31.162	49.152
21.951	29.62
24.288	19.427
29.344	22.838
14.377	17.153
23.03	36.043
37.927	31.009
45.24	46.538
36.005	35.34
12.683	23.431
5.0029	23.634
49.172	15.877
16.005	31.389
8.0184	36.786
46.07	7.9473
11.284	63.794
7.8976	57.676
3.6134	58.518
12.575	9.3541
22.134	39.353
11.078	57.255
28.928	72.934
13.305	100.02
18.757	74.93
18.631	36.072
45.314	16.574
30.733	13.825
43.235	25.983
23.4	14.338
34.365	19.337
21.051	45.253
9.839	7.8001
24.05	20.462
35.271	27.705
11.069	15.977
11.671	20.039
14.302	26.132
12.631	19.486
3.7489	28.87
21.842	18.082
28.221	32.496
42.736	23.226
19.084	53.134
13.067	46.123
19.728	51.307
19.754	43.166
28.636	12.726
30.235	13.596
13.999	24.141
28.023	22.282
14.367	17.591
37.645	27.946
13.919	22.239
49.044	15.47
11.9	18.525
22.074	28.93
23.762	39.868
26.07	45.182
15.001	17.921
18.719	28.173
15.636	55.894
33.851	30.579
18.002	27.368
33.523	15.715
7.641	25.855
39.181	37.896
17.619	49.852
43.158	31.3
12.924	49.204
44.252	17.842
6.284	12.566
36.863	40.585
15.922	30.998
10.129	29.487
42.594	26.281
56.632	17.298
5.6615	28.795
12.957	10.764
19.181	30.767
12.93	17.233
12.189	8.7951
40.863	10.569
44.845	24.924
38.073	20.975
14.073	24.832
11.455	35.159
29.912	42.407
18.724	56.485
36.987	50.196
25.001	26.018
20.763	9.5839
9.2607	18.003
14.79	14.678
26.58	9.2669
7.1679	20.072
23.036	19.458
26.3	14.662
22.652	2.6009
7.7945	29.246
31.613	23.209
31.78	19.795
21.215	32.982
1.8271	44.198
28.566	49.738
43.956	43.131
22.666	27.148
19.471	31.324
17.493	27.613
25.849	27.292
18.415	43.714
18.698	33.854
28.082	57.185
22.233	19.452
23.77	19.196
32.958	13.041
38.565	9.8317
16.405	27.352
16.895	25.944
23.932	36.913
10.606	23.142
29.217	27.983
16.48	11.932
13.67	37.237
26.736	52.343
27.661	50.028
8.7734	50.252
3.2806	15.555
24.637	11.571
11.451	16.308
15.946	29.092
19.065	26.805
32.261	58.477
37.022	26.779
30.017	12.772
18.861	35.796
13.434	33.168
9.8784	41.89
31.669	3.1988
13.11	11.275
20.296	14.25
27.98	27.512
5.2373	42.715
10.907	18.081
28.851	19.523
15.608	8.0102
21.305	21.303
10.04	26.93
17.294	51.58
7.8108	34.079
9.1644	21.557
27.463	24.21
62.096	16.365
50.326	40.536
16.941	15.308
28.458	61.806
12.533	13.914
17.923	18.098
26.503	36.979
11.163	26.816
34.379	24.76
31.786	28.688
22.567	29.686
31.427	6.7503
5.7926	28.996
25.403	9.6749
41.664	18.662
14.774	6.8806
33.625	33.333
14.805	47.861
25.434	7.2594
27.264	29.751
9.9284	15.384
34.224	25.174
44.117	13.952
36.05	15.298
16.403	16.948
43.574	51.638
36.413	12.999
32.544	39.624
66.695	44.316
45.648	52.142
28.793	37.24
21.267	45.49
7.6028	59.943
20.145	62.392
8.4953	47.154
11.807	48.691
23.319	37.598
19.516	27.684
10.782	31.96
18.35	23.469
12.39	20.972
21.353	42.083
19.722	29.473
19.846	28.974
25.517	49.563
15.277	54.175
27.463	39.245
32.493	20.201
13.248	31.852
24.235	52.016
11.647	57.447
35.431	30.597
36.924	3.1209
25.223	7.011
37.905	29.817
19.48	38.923
27.607	2.3763
10.639	32.164
28.759	32.705
9.4252	10.761
17.234	9.5614
25.256	8.4458
31.389	21.72
12.733	36.283
13.127	49.345
47.236	25.029
19.07	42.352
28.352	44.837
14.816	20.39
14.708	14.268
14.207	11.361
51.928	45.401
11.463	20.892
16.436	19.379
37.712	22.35
31.487	11.624
11.707	15.379
47.785	16.508
12.881	18.177
15.932	10.109
60.01	17.095
20.663	13.972
19.309	18.975
46.666	29.547
27.103	27.96
29.47	12.985
15.529	31.142
