tethered	deleted
1.8167	34.891
24.42	8.3462
25.461	73.157
9.1355	47.221
15.673	27.589
14.937	20.534
23.325	14.915
17.911	5.2626
24.857	9.8005
30.598	33.614
45.997	2.9851
25.389	16.94
22.364	15.088
23.602	20.338
20.767	32.909
38.288	18.209
41.5	35.993
10.796	17.448
30.951	5.9864
3.1755	33.451
18.008	24.501
33.818	21.992
47.395	18.318
15.556	29.104
23.179	12.683
7.7893	41.861
39.944	13.678
20.137	57.631
34.733	58.101
12.471	41.795
47.208	35.874
27.394	9.795
27.339	29.887
31.815	23.614
11.658	47.015
26.968	8.07
27.307	36.313
15.979	24.695
21.969	42.571
2.5727	36.524
11.614	23.586
14.115	21.887
26.68	21.343
17.936	10.959
27.991	23.363
13.866	52.701
13.002	26.647
23.988	45.014
7.1716	23.707
32.857	7.0464
0.24446	37.861
10.15	5.2177
15.022	12.841
16.514	21.271
16.14	36.71
43.188	6.8002
33.621	16.343
14.108	25.674
30.036	24.96
15.523	26.94
24.868	42.57
13.24	54.654
14.822	56.665
24.752	34.144
17.887	69.182
41.418	60.58
40.488	39.732
3.0377	7.1271
8.8507	33.636
11.882	20.138
10.013	25.836
32.589	6.8581
26.612	31.095
30.76	38.494
34.436	32.317
31.252	13.049
17.803	34.328
26.661	23.181
30.812	71.813
19.038	68.283
53.763	32.537
33.141	25.352
17.722	11.929
5.567	62.464
20.569	62.635
22.907	37.153
29.872	10.889
46.692	28.737
32.395	19.855
15.031	28.531
33.72	36.879
38.938	21.544
18.734	43.967
20.411	31.041
33.209	12.905
35.499	14.034
20.317	27.728
35.848	47.107
27.226	35.967
9.8101	14.263
25.068	31.145
13.501	31.586
15.543	28.735
20.033	7.8857
20.454	11.828
9.6984	27.82
15.091	27.444
12.973	16.957
4.8459	43.272
40.49	31.895
21.861	29.779
45.823	33.641
39.378	16.357
56.929	28.244
6.618	10.133
16.814	45.207
36.68	33.753
33.953	16.322
18.018	24.177
32.206	42.695
32.147	11.959
18.698	23.139
9.7015	42.247
19.17	25.317
25.681	7.8798
27.787	38.609
22.831	37.383
58.319	3.7683
34.29	13.001
23.086	46.192
45.63	20.58
11.035	35.276
16.13	24.135
24.027	20.693
21.038	24.591
28.007	23.122
23.479	11.973
7.7866	37.832
18.389	25.881
23.144	13.157
23.87	34.388
32.458	29.264
10.727	23.64
23.799	37.711
46.8	47.295
50.014	23.436
35.565	10.934
30.925	20.488
16.381	18.891
14.03	21.105
20.56	32.482
25.884	7.279
4.8584	2.8165
11.61	13.463
7.7263	18.931
11.71	14.038
23.556	34.624
37.344	52.181
41.843	59.28
69.861	66.851
54.032	104.19
27.322	118.11
14.073	119.06
25.616	83.014
19.489	112.97
5.336	65.426
37.916	29.368
18.996	41.864
19.056	16.61
13.821	41.342
7.2504	31.823
3.1924	24.029
12.509	41.05
24.19	15.141
25.748	27.431
8.8869	30.551
15.729	55.392
29.185	45.955
18.116	24.596
1.9332	9.0396
21.964	26.688
33.273	13.774
5.9128	36.26
12.187	3.7462
26.683	37.602
37.995	13.478
24.514	35.666
30.251	36.316
18.909	29.942
32.467	5.6608
17.316	8.74
19.189	66.201
39.858	41.894
23.33	30.939
37.101	24.042
16.98	1.6229
10.616	30.94
22.142	14.493
39.15	12.62
28.845	15.749
14.394	60.57
18.166	63.997
29.8	59.51
21.839	25.732
33.33	22.579
24.701	24.802
16.948	9.0466
31.341	5.0408
45.879	6.3177
12.554	47.883
24.003	7.5883
24.811	42.048
20.508	32.667
20.897	27.93
27.778	28.921
27.396	53.963
10.795	34.679
7.8149	52.458
43.115	17.014
19.623	28.908
16.645	29.294
13.22	6.2591
17.702	39.007
23.222	50.371
23.66	19.029
35.338	28.422
58.078	11.637
7.688	19.881
38.973	33.787
10.324	26.637
28.33	29.588
29.588	34.863
38.716	27.472
35.407	27.031
36.806	8.3555
13.178	12.386
12.675	25.224
6.9831	14.542
55.714	36.073
44.802	13.401
31.177	23.642
14.346	28.32
38.791	30.039
34.815	10.382
26.891	40.69
23.137	12.161
37.857	29.285
33.237	44.404
6.3921	15.695
19.455	20.688
34.449	4.6229
4.2414	16.15
7.1885	14.558
41.319	24.606
24.034	12.613
38.091	7.9371
44.798	42.216
60.16	39.73
34.737	72.871
11.133	65.966
20.866	40.89
40.284	17.445
57.021	20.599
21.705	5.8826
21.707	17.536
27.445	3.4802
25.879	48.726
16.644	46.178
27.764	17.405
13.94	28.482
25.817	59.424
12.022	12.206
12.138	46.738
17.066	25.94
21.841	32.925
28.167	20.79
23.306	31.053
14.307	11.771
25.803	45.641
13.804	41.736
25.933	11.755
33.394	43.055
32.719	16.541
21.914	41.914
7.3092	12.848
3.619	19.131
26.144	26.471
30.783	9.0415
40.931	25.162
23.66	43.873
49.568	4.1827
24.088	9.0376
17.69	29.11
18.473	17.424
19.566	27.528
15.226	11.926
26.49	13.896
15.796	36.213
27.886	28.86
12.373	8.5802
28.664	37.36
54.801	31.437
24.773	11.084
35.326	9.9461
33.577	25.02
44.805	37.12
23.332	17.514
10.645	21.413
30.069	15.205
7.7155	24.011
14.213	2.0113
26.13	30.817
11.359	4.41
27.403	22.508
23.878	32.81
30.141	25.662
18.93	7.7963
24.493	20.958
10.703	7.3086
14.952	47.356
27.207	53.643
20.969	31.217
18.245	44.072
11.203	30.765
21.063	9.8064
55.413	4.7245
58.576	21.949
59.595	26.957
27.651	28.352
50.193	10.138
53.666	9.4172
25.619	22.865
10.667	7.2459
15.582	11.049
41.394	50.502
18.015	34.262
54.405	35.965
20.34	30.767
27.066	15.523
18.16	79.452
25.831	38.629
32.745	10.833
19.378	20.468
34.607	17.821
48.581	23.272
41.475	31.933
43.669	1.3265
16.696	2.4283
27.717	29.574
46.153	36.611
54.358	9.3124
23.287	39.831
19.947	16.698
39.617	18.051
28.406	29.546
25.914	61.769
33.488	13.048
33.06	13.828
43.039	20.097
15.962	26.292
48.975	21.956
36.675	17.969
21.303	40.435
11.676	18.073
6.4918	4.8641
18.394	35.381
15.213	27.578
20.829	28.349
25.863	25.079
11.306	7.7779
18.399	30.962
22.723	45.718
28.883	26.713
6.9475	7.5469
30.687	30.354
17.862	15.732
28.541	53.979
47.834	17.198
28.633	39.864
22.128	22.617
22.513	33.012
5.4861	33.506
14.98	19.181
32.661	14.172
33.446	18.65
12.401	29.761
52.948	15.494
5.0189	26.801
20.839	30.534
37.068	27.595
5.0128	18.237
31.474	10.772
32.882	22.023
54.95	30.322
10.113	10.182
35.098	34.617
12.955	21.88
32.244	29.258
37.809	32.6
27.818	22.353
31.426	17.79
26.084	15.331
21.656	19.704
27.004	18.64
1.5279	26.04
37.472	23.131
30.122	29.863
5.5592	14.718
2.8815	13.29
29.674	4.3295
8.6522	5.3566
33.047	15.276
16.224	14.514
26.171	33.531
43.125	33.161
20.517	53.233
22.713	19.936
33.324	50.607
24.354	21.129
15.639	39.672
40.665	38.316
17.5	17.63
29.061	15.019
20.672	19.151
34.799	40.526
28.626	35.612
4.3849	28.475
2.365	7.9255
18.861	29.062
12.89	26.936
16.953	33.759
6.8596	18.821
9.9566	41.578
14.126	22.69
21.282	18.551
14.721	9.0038
52.196	32.64
19.626	16.432
31.315	33.282
33.312	5.5851
30.381	27.392
40.047	14.509
16.292	9.0223
43.6	39.268
25.388	20.122
32.658	23.442
13.41	7.0502
20.622	14.988
22.541	19.78
13.76	3.4455
30.501	19.697
8.0055	25.977
12.477	30.492
16.243	15.388
19.434	18.448
15.439	21.284
19.902	4.9896
18.564	15.328
37.776	7.201
21.088	16.998
22.023	7.6645
51.601	41.366
30.173	10.646
43.195	32.623
18.771	44.685
40.541	46.539
17.073	50.079
30.107	39.949
22.877	29.049
30.975	61.016
15.255	49.823
43.85	30.061
33.729	2.8806
53.917	10.635
74.053	29.62
36.505	20.261
45.131	35.503
35	11.462
18.31	14.693
9.4189	4.3537
29.489	29.022
28.174	21.552
55.677	10.809
83.672	25.303
75.332	22.742
81.519	39.046
53.588	41.438
47.451	22.028
37.553	48.992
38.763	37.608
59.375	4.8299
24.643	28.632
23.475	15.027
45.924	14.404
30.778	16.729
9.7445	13.487
24.493	21.85
26.795	26.186
28.32	27.849
34.915	11.896
16.232	24.373
15.736	8.2653
27.948	32.457
4.2034	27.942
17.016	61.16
5.5406	12.151
21.058	34.376
57.892	39.888
32.612	27.412
27.485	42.693
38.694	34.8
12.301	30.846
42.067	45.232
24.168	39.366
17.566	50.273
16.758	36.489
25.393	22.632
24.603	11.353
32.375	10.566
21.87	23.486
30.227	27.483
44.379	32.404
16.617	38.449
12.445	52.624
5.7434	10.233
4.6855	38.487
6.4097	15.589
17.11	33.868
14.622	22.068
1.2608	54.913
9.4499	2.898
16.948	18.589
33.68	25.503
14.068	26.644
3.4144	10.613
36.513	28.072
17.505	44.568
13.596	8.1898
12.139	22.695
23.915	34.478
44.462	22.71
61.016	37.434
64.953	42.518
38.696	28.139
13.947	29.59
27.741	42.58
34.09	48.783
18.998	16.692
22.113	48.935
25.137	2.0136
27.006	18.674
19.187	16.099
34.407	14.522
31.691	22.534
18.697	12.744
8.6251	19.363
34.083	53.668
47.113	50.854
8.361	57.226
33.233	31.228
14.656	31.366
21.33	15.17
18.455	17.64
17.299	25.936
23.495	23.206
25.607	11.488
49.727	31.307
10.12	45.512
27.505	25.049
18.714	20.633
26.739	22.439
1.992	18.006
41.286	8.8942
36.594	27.908
38.956	73.289
37.566	19.93
25.308	51.935
22.943	5.7676
18.081	9.6376
32.565	27.178
31.102	33.117
13.132	33.764
17.757	47.421
22.077	59.182
2.9317	6.0216
27.471	11.357
52.687	16.637
48.897	12.241
11.067	27.123
23.842	6.0422
3.57	29.264
4.0203	34.287
25.837	25.811
33.502	18.623
38.366	20.383
7.1645	26.521
26.679	15.111
27.694	26.238
24.835	16.396
15.405	34.911
0.72435	23.934
20.527	15.004
22.049	32.832
37.268	16.527
54.992	22.344
38.372	19.575
38.947	16.48
28.572	13.65
27.234	30.52
24.337	22.817
29.151	14.737
33.411	13.769
8.2666	16.547
7.7442	31.382
32.306	17.735
22.687	10.297
39.514	33.854
20.587	68.342
26.744	61.601
30.264	55.255
27.435	18.935
33.754	46.758
17.23	4.989
13.848	15.795
15.376	22.649
8.8004	19.394
31.285	10.954
10.167	17.307
14.562	16.622
31.081	7.9685
14.33	12.197
13.18	19.768
8.9377	19.954
3.421	27.989
9.5835	30.106
43.673	13.737
12.58	22.731
27.794	11.039
19.359	27.918
18.415	25.892
29.244	38.327
38.366	21.137
30.661	32.071
46.992	26.642
25.555	33.334
52.148	35.788
13.883	33.383
11.208	10.79
7.8105	10.033
28.015	51.558
8.7749	27.253
34.695	59.009
12.035	32.619
37.923	7.6637
11.984	16.937
21.11	28.269
19.849	24.44
26.29	29.773
21.189	11.801
4.4773	15.945
22.078	27.679
37.628	18.785
65.829	43.954
48.407	17.047
27.12	14.313
48.175	27.594
19.157	57.359
54.31	27.825
7.5558	35.729
30.627	34.867
3.5151	48.155
23.063	35.639
12.272	14.299
17.205	19.172
38.965	32.224
11.534	16.035
21.957	9.8109
6.8819	29.455
20.785	33.831
40.155	2.228
49.333	41.859
47.002	23.61
11.931	5.0831
24.015	19.593
16.786	34.621
19.818	16.714
32.45	45.223
14.852	36.8
24.443	45.433
27.546	25.04
27.791	14.465
36.499	24.183
14.003	25.666
41.991	18.971
55.522	68.584
35.344	29.596
23.584	22.156
23.963	36.68
23.133	20.587
29.211	29.49
17.645	28.41
22.757	44.556
7.9993	49.682
9.5891	26.66
23.878	39.542
16.678	13.64
26.111	30.181
16.981	31.202
21.126	21.02
19.025	29.011
20.7	29.407
34.718	19.865
23.599	29.479
60.224	6.9203
36.445	29.763
20.937	15.273
6.2788	11.631
23.294	23.423
19.074	47.563
21.317	31.391
16.86	21.581
20.494	32.032
23.213	14.233
30.917	26.101
8.2514	20.86
29.733	29.722
19.301	25.935
32.707	22.846
25.489	26.649
27.022	16.847
20.726	20.784
17.625	7.1834
30.866	7.8116
22.782	10.793
12.185	35.792
4.7704	34.871
32.614	16.256
31.46	23.905
40.87	26.413
12.495	14.863
18.918	31.112
40.908	3.7482
28.764	53.934
8.7966	46.443
30.951	26.466
35.048	41.088
16.377	16.778
14.523	15.334
14.578	18.82
28.884	5.0019
38.943	52.875
46.589	64.611
28.966	5.6595
34.125	11.442
56.45	39.68
29.75	57.191
68.967	33.037
31.535	15.149
42.453	43.07
32.527	23.144
32.504	24.787
11.358	28.886
30.3	20.813
34.462	25.425
30.437	16.068
30.359	43.697
11.743	28.537
20.039	43.005
20.444	46.803
42.127	19.817
21.038	49.554
40.728	19.896
23.367	14.452
39.85	18.073
12.222	10.804
13.462	11.7
14.707	52.061
6.0228	30.491
10.396	35.324
19.99	27.842
17.988	34.907
22.114	30.468
31.867	20.209
36.758	12.494
43.16	2.5884
34.108	27.012
20.37	8.4099
41.819	35.934
11.956	34.678
6.1478	47.952
26.085	41.286
22.263	29.069
54.545	40.603
49.486	44.325
21.089	17.216
19.008	28.743
20.916	11.866
37.013	17.138
25.878	37.162
3.431	9.2446
22.718	7.1386
19.711	34.603
8.8361	33.698
40.75	3.5535
37.127	41.276
6.4396	54.472
42.252	28.212
23.914	30.785
12.852	23.211
32.15	12.737
43.967	28.966
37.017	18.332
18.33	30.107
31.906	26.109
13.862	16.63
20.203	14.022
28.426	35.663
26.674	7.0221
15.365	28.189
32.918	37.38
9.0059	47.855
23.377	38.769
10.814	21.213
29.078	10.922
24.392	18.965
16.843	27.583
10.166	28.104
26.555	16.671
22.775	9.3813
4.7219	11.703
10.233	20.843
16.661	26.031
2.1393	22.938
6.1615	22.084
16	17.863
24.978	25.66
24.53	30.648
24.585	36.008
37.379	16.034
36.153	14.271
56.757	14.41
10.537	23.746
9.385	5.3202
20.251	25.603
16.157	16.894
18.673	48.426
37.104	50.008
19.29	37.479
5.2957	36.218
12.488	25.221
12.938	44.463
27.596	47.966
16.985	32.574
15.829	24.923
17.313	17.655
16.199	9.4521
47.758	40.809
16.568	63.401
11.829	38.34
22.974	11.976
39.166	42.597
28.658	52.306
25.514	16.874
35.284	23.88
19.265	16.517
14.631	8.9387
6.7326	13.995
16.414	42.411
13.171	11.799
29.598	11.763
21.229	14.518
20.978	16.667
38.736	9.0188
13.808	35.44
7.0566	45.941
40.74	16.127
39.979	7.3999
39.053	7.7094
29.1	14.592
32.016	17.277
28.485	4.5643
21.934	11.373
6.6374	30.118
16.089	37.384
13.542	19.175
16.924	36.959
2.9096	23.942
14.228	28.949
28.471	29.539
26.697	9.6684
19.479	4.2267
30.744	14.849
7.7158	29.022
3.4578	25.815
18.44	33.189
46.033	22.996
40.504	8.4162
20.074	15.779
7.2141	8.8994
10.663	28.558
12.486	4.482
25.664	7.9612
26.129	37.689
42.121	51.493
28.863	36.618
20.719	51.134
17.694	42.424
13.387	32.976
17.986	27.133
17.259	19.394
35.921	37.907
20.858	35.167
20.669	38.106
47.861	49.97
10.089	26.021
9.5908	22.677
30.091	6.6807
3.0945	29.408
35.413	38.075
24.693	3.2786
20.902	10.023
21.259	14.942
29.688	24.655
8.9167	31.514
23.84	41.487
21.536	5.9547
24.512	33.512
58.104	55.418
46.286	78.032
45.602	51.278
42.961	15.407
58.116	43.529
21.549	45.115
49.426	15.727
30.662	42.256
14.635	18.787
35.466	15.032
19.704	19.561
33.462	5.9013
28.341	13.074
39.397	43.995
12.719	41.941
16.303	54.976
11.853	39.889
5.3675	38.267
12.563	16.756
5.2168	8.3256
7.3687	31.118
32.95	36.47
19.379	29.649
29.241	25.588
20.958	29.186
28.287	35.426
32.676	3.1165
13.797	17.563
15.343	5.1116
24.871	23.58
7.2514	23.48
32.876	16.803
4.5361	35.864
35.76	25.543
14.928	32.468
11.45	29.69
13.126	20.454
25.15	34.9
50.787	22.964
27.889	11.133
11.467	15.613
36.299	36.957
43.389	23.449
44.593	36.697
11.325	35.149
14.315	22.023
26.522	39.697
23.659	29.333
22.215	16.43
6.5867	12.403
28.323	28.098
25.662	56.331
13.269	24.284
18.886	26.494
29.562	13.573
34.062	36.167
40.348	15.074
29.877	27.895
25.414	57.626
23.542	37.133
56.976	14.056
38.737	32.275
8.8078	21.656
11.718	25.346
7.6746	22.335
19.692	17.083
7.2423	16.633
18.898	15.407
54.471	38.218
29.209	21.057
43.909	16.005
34.892	12.174
13.93	34.037
13.352	30.074
11.725	8.3861
13.676	12.403
10.297	25.09
37.668	39.454
40.575	42.352
50.047	36.651
19.591	20.009
24.263	16.184
29.485	36.067
22.445	31.301
33.617	40.684
36.721	10.555
28.392	12.191
26.397	25.881
13.369	34.908
18.059	14.065
11.551	21.974
24.07	27.103
44.889	45.533
18.108	6.2147
8.6566	26.376
19.755	23.375
13.742	28.004
23.16	3.0614
20.995	18.94
12.944	32.507
30.379	22.767
18.359	12.666
42.507	22.068
19.602	11.533
41.663	36.895
45.518	50.225
24.986	45.104
31.37	8.7413
19.58	10.096
60.375	10.832
21.8	19.237
39.682	43.071
14.802	14.824
23.129	14.765
48.541	41.113
33.545	20.626
29.379	13.379
14.689	29.407
11.994	8.2209
35.684	23.298
13.098	14.497
15.627	16.181
17.719	25.302
20.646	26.701
25.483	17.984
20.911	21.181
11.976	41.828
26.994	19.646
17.44	25.668
5.2109	19.585
43.519	40.269
44.684	18.724
20.735	13.219
30.817	17.384
28.492	28.238
37.063	25.727
28.569	57.205
23.663	33.633
20.274	1.3789
25.376	36.53
16.076	34.115
2.5474	56.574
12.633	30.904
14.769	40.267
21.812	43.704
11.814	47.985
19.653	39.74
19.857	69.43
47.082	87.962
17.733	99.653
25.396	103.32
21.679	93.498
14.078	108.35
7.5786	102.09
28.523	102.07
31.693	73.65
30.194	80.979
38.998	70.979
28.716	84.323
29.429	92.773
33.957	55.823
12.83	45.484
5.2225	34.914
9.8993	39.94
25.999	15.468
13.085	41.753
16.515	42.79
23.635	47.142
37.007	37.346
26.203	66.11
16.44	72.039
24.09	93.537
41.934	115.86
23.111	103.76
30.391	113.11
18.911	104.24
7.7145	57.894
32.182	75.262
11.982	71.008
19.137	61.358
27.391	38.983
57.296	11.191
30.628	44.048
12.839	32.138
34.511	34.077
23.677	15.903
44.876	33.379
30.826	15.279
16.387	23.513
24.042	27.432
16.09	56.991
33.565	45.825
23.399	33.816
32.866	28.674
28.337	13.942
14.845	29.068
25.942	37.922
18.553	1.9146
34.375	18.533
35.364	32.024
25.52	18.836
17.003	32.982
38.891	39.076
15.49	39.635
22.641	9.3531
23.112	23.789
15.541	66.61
17.653	41.042
18.943	13.889
11.274	5.055
2.8858	12.608
18.334	11.788
32.308	18.65
29.764	7.9475
37.905	20.094
20.07	12.672
6.9754	35.041
17.709	10.912
17.942	29.232
19.462	63.916
18.617	20.978
31.118	42.725
19.773	46.182
4.7943	30.862
12.322	9.553
38.934	24.438
15.625	33.369
27.678	13.161
18.463	43.662
7.9701	52.155
13.391	13.472
9.356	52.181
20.913	40.393
17.976	20.143
5.5349	19.129
10.132	32.784
18.985	5.6519
40.301	27.152
22.526	43.053
29.474	36.784
11.657	8.1941
18.662	18.954
17.862	22.274
15.353	26.466
33.084	7.2585
22.664	8.7258
52.46	33.989
17.124	14.186
25.977	9.3611
47.393	10.474
13.191	25.149
10.976	9.2406
15.576	17.093
13.195	52.196
43.579	90.452
47.519	82.558
42.225	87.844
12.937	59.658
16.934	84.782
28.636	55.112
27.544	57.52
26.27	82.452
24.31	82.835
37.147	79.925
19.711	67.102
21.045	97.654
11.844	76.935
18.53	42.434
23.997	27.136
29.925	41.851
35.623	28.797
20.044	24.863
56.466	9.9115
53.517	5.3644
60.495	20.108
57.24	19.903
54.676	9.1123
73.169	24.039
20.726	43.137
29.318	29.575
24.238	40.917
20.428	18.378
4.795	16.416
20.952	19.209
35.018	6.8049
39.71	35.654
26.551	54.589
24.281	37.988
16.201	9.9877
26.195	22.993
27.289	14.857
33.346	14.942
21.785	43.119
22.616	0.42149
19.746	5.3891
26.785	21.51
36.135	24.748
11.001	34.391
31.865	51.369
15.884	35.322
6.4281	43.229
50.268	28.356
45.938	41.113
32.581	47.806
30.806	5.0054
27.75	13.024
19.335	15.833
10.736	18.287
31.342	59.072
14.446	9.9613
31.218	33.738
8.7655	44.276
10.125	40.982
19.496	30.97
17.264	11.142
4.5288	31.116
12.904	23.408
16.338	25.53
17.265	40.264
41.436	22.296
24.124	19.472
18.165	22.471
25.527	19.541
29.688	26.683
4.4698	28.456
31.194	37.704
5.9752	12.481
28.949	2.5291
18.626	24.839
15.12	51.697
11.723	36.754
7.9311	12.956
34.598	19.203
4.6915	11.471
53.8	11.318
34.605	46.853
15.929	40.489
19.618	20.835
16.023	47.063
19.135	6.7644
36.988	25.473
34.705	9.4723
12.536	11.24
30.724	35.437
11.324	47.806
7.2797	41.917
35.306	13.99
24.417	15.788
32.474	29.196
1.0582	36.079
17.806	14.084
9.9188	32.848
11.088	38.043
7.2605	15.94
43.588	10.22
47.703	14.522
20.613	11.216
6.2413	2.6445
33.472	11.29
27.151	44.426
33.402	12.653
18.367	8.1659
33.428	15.325
16.66	47.151
30.168	40.673
17.75	40.158
20.197	53.151
29.602	64.292
7.6821	43.122
31.92	61.995
11.758	61.589
10.76	48.399
33.056	48.969
9.9447	46.669
7.6651	39.822
16.182	42.438
33.178	61.444
0.19003	50.494
19.122	26.151
35.422	41.811
32.537	42.762
17.016	12.384
21.426	15.077
26.556	12.475
23.138	12.836
21.973	19.672
2.8542	47.853
32.443	60.38
15.693	49.402
7.5986	47.652
3.5506	60.724
10.628	42.894
44.46	32.996
41.469	16.668
26.586	41.002
9.6529	49.699
15.971	38.954
7.6767	32.734
14.113	37.415
17.486	38.03
10.604	27.489
35.425	45.936
13.811	39.853
44.342	17.824
36.381	9.7693
33.136	53.922
16.189	14.14
40.385	10.643
54.549	6.6573
11.389	1.4243
32.368	16.739
21.888	30.118
17.85	23.323
13.718	12.842
14.997	43.32
13.002	46.161
8.538	38.518
16.023	38.462
46.798	9.5087
21.913	16.942
22.536	44.009
17.576	27.553
31.516	15.717
12.227	26.485
6.8173	24.503
8.2801	24.114
17.773	37.653
30.183	49.919
9.1622	31.963
54.634	19.11
44.294	6.2874
10.411	10.687
14.629	28.319
25.197	21.978
17.016	36.35
17.381	32.979
8.5284	7.3752
15.943	32.503
11.282	49.584
12.632	20.835
1.7286	18.928
14.453	19.264
33.412	25.743
18.113	11.979
34.449	14.481
18.128	8.5974
18.619	12.875
58.239	25.324
20.109	39.025
32.351	32.776
11.396	27.605
8.1985	29.726
16.613	36.832
22.272	27.927
9.1686	20.086
7.4972	12.357
18.241	14.338
14.864	36.307
37.547	14.612
20.804	14.448
9.3713	47.873
28.48	25.094
14.609	26.064
15.65	31.195
4.2642	12.618
9.0791	45.584
30.412	14.46
50.509	36.039
5.4431	6.9417
0.8987	11.442
24.804	19.39
27.912	20.095
27.003	30.052
16.736	10.335
11.746	15.441
22.94	8.5399
24.188	8.9302
37.064	21.803
29.361	49.121
24.39	10.688
28.176	29.162
22.548	47.698
2.9416	37.077
28.235	26.707
16.938	25.265
32.698	31.738
15.818	25.67
28.081	18.63
20.138	15.562
19.241	17.532
12.437	23.375
25.853	8.2327
16.476	27.638
18.843	15.724
36.059	22.58
16.962	52.341
21.537	13.146
20.831	34.142
13.433	29.881
19.58	6.4035
6.603	23.216
30.278	6.8379
8.4896	23.855
18.539	4.4714
38.816	12.301
30.227	27.531
35.508	58.212
25.327	31.228
14.729	32.846
30.364	10.102
25.102	47.523
37.776	48.511
26.929	19.757
24.797	32.065
9.5961	23.898
15.56	15.817
36.561	17.997
30.357	13.266
20.678	26.194
5.3499	50.489
18.086	29.13
26.967	15.082
13.876	20.624
11.121	18.041
16.138	21.215
7.6466	29.778
42.22	30.518
36.705	12.625
26.754	34.285
35.203	8.9139
55.504	21.414
42.974	28.097
17.809	52.492
19.014	34.073
28.563	28.815
23.958	37.001
31.214	20.07
34.02	48.875
9.2561	34.225
28.095	37.499
11.77	4.0242
42.107	35.474
29.156	37.131
25.593	15.382
26.041	10.744
36.55	29.853
33.681	19.021
34.083	21.921
53.032	3.9117
22.729	15.222
19.365	14.287
0.75876	16.532
38.834	39.299
8.4301	60.13
16.85	47.235
3.0591	47.077
18.398	35.594
19.431	34.006
17.783	22.533
39.541	11.607
10.068	16.438
32.648	28.563
20.832	10.182
42.434	22.904
18.873	41.509
26.557	30.92
26.591	26.654
8.4748	13.065
29.421	41.233
26.37	31.731
52.607	27.244
33.303	13.381
36.543	21.184
15.31	10.148
5.5502	24.745
26.712	21.939
17.747	37.627
17.041	23.275
24.413	42.844
3.3433	25.094
14.605	6.922
28.947	22.505
4.1703	21.59
14.68	13.11
40.99	5.7939
8.5362	14.508
57.774	15.9
34.394	19.468
37.56	18.919
37.431	20.578
14.521	20.217
26.9	12.899
64.694	12.772
42.768	27.096
47.511	11.938
37.188	32.643
45.75	27.465
46.219	25.828
15.639	27.354
30.676	17.221
9.9323	32.931
19.137	29.399
35.135	16.826
27.493	30.63
10.039	28.664
23.46	62.47
24.169	61.676
24.727	65.044
10.478	21.771
36.255	54.637
19.238	41.805
10.786	36.087
38.463	33.153
26.649	41.213
17.766	33.177
31.389	26.731
16.483	12.495
5.783	17.474
5.6154	17.629
4.4828	35.25
27.978	41.401
13.282	22.332
5.9111	50.099
13.681	10.603
25.319	20.943
5.3954	15.993
14.351	18.235
43.838	35.675
16.288	34.747
36.519	20.92
29.938	36.433
8.0164	23.945
27.316	12.288
19.7	12.05
26.799	10.623
18.473	3.6192
11.423	11.282
28.617	33.182
35.514	35.089
30.32	26.394
4.6091	24.083
22.284	9.6686
35.735	37.472
28.366	48.512
34.532	58.32
65.652	32.303
43.258	29.685
41.525	11.39
71.995	8.9507
45.307	17.433
14.475	1.6202
33.933	19.297
28.462	14.888
38.565	36.602
48.844	18.252
21.768	17.613
31.408	28.28
26.87	24.392
42.729	30.788
10.326	52.541
6.4823	39.758
13.206	14.599
28.157	23.35
24.149	53.057
19.8	32.77
17.672	28.798
22.619	32.001
43.032	14.185
19.517	24.894
31.437	6.0898
7.4781	33.96
19.137	55.313
18.201	9.4888
10.912	5.0021
26.416	18.461
24.999	19.333
6.3971	45.151
11.938	35.732
24.475	48.519
42.958	12.739
28.772	10.221
31.576	15.1
10.055	24.635
12.993	19.014
7.7705	5.5788
47.574	17.07
26.512	18.422
37.768	28.27
28.16	30.802
17.301	37.763
7.995	26.05
17.428	41.428
32.422	62.07
17.237	36.362
25.746	22.85
9.8773	47.124
23.886	19.397
20.351	22.233
9.8827	33.27
16.352	16.134
28.13	35.14
21.757	88.136
10.438	125.1
14.332	96.589
26.562	116.26
10.629	93.677
19.229	73.029
23.07	77.044
31.951	87.359
31.742	57.033
18.379	29.67
28.982	26.582
57.579	14.181
12.584	26.512
12.484	13.369
15.903	60.19
18.377	37.16
11.234	54.974
28.664	49.065
26.08	24.468
32.88	9.8055
13.481	46.394
21.34	9.3218
9.4485	35.861
14.449	15.195
14.136	33.582
19.191	22.763
37.991	60.977
30.017	72.031
6.8667	54.565
8.3379	40.618
18.383	77.799
9.9482	93.742
33.103	79.874
20.938	69.528
11.079	15.686
17.435	6.4267
8.9605	28.487
15.57	16.832
33.552	16.271
42.106	7.1876
47.896	18.526
32.185	42.941
24.587	13.475
42.492	18.6
22.498	15.212
9.8066	9.1675
16.785	19.475
3.702	8.5259
28.328	14.286
16.531	7.6652
24.006	10.01
4.967	68.361
11.104	29.351
11.881	18.83
12.114	39.773
14.79	32.849
12.862	19.302
31.167	50.902
34.773	25.246
48.391	18.889
42.256	62.027
34.534	73.914
22.37	49.511
11.546	54.886
16.321	12.903
17.976	28.938
32.906	23.311
35.268	21.357
19.55	9.1957
14.727	29.797
16.119	27.685
5.7805	18.787
28.073	12.858
38.679	29.454
37.682	78.387
57.936	6.8012
17.581	39.334
61.913	15.217
